subject,relation,object,confidence,year,party
Angelo Ciocca,Mentions_Topic,Synthetic meat,0.7,2020,ID
Angelo Ciocca,Mentions_Topic,Covid-19,0.5,2020,ID
Angelo Ciocca,Mentions_Topic,European policies,0.4,2020,ID
Angelo Ciocca,Mentions_Topic,Food safety,0.3,2020,ID
Angelo Ciocca,Mentions_Entity,Angelo Ciocca,1.0,2020,ID
Angelo Ciocca,Member_Of,ID,1.0,2020,ID
Lefteris Nikolaou-Alavanos,Mentions_Topic,economic crisis,0.9,2020,NI
Lefteris Nikolaou-Alavanos,Mentions_Topic,digitalization,0.7,2020,NI
Lefteris Nikolaou-Alavanos,Mentions_Topic,capitalism,0.6,2020,NI
Lefteris Nikolaou-Alavanos,Mentions_Topic,labour rights,0.5,2020,NI
Lefteris Nikolaou-Alavanos,Mentions_Topic,technological progress,0.4,2020,NI
Lefteris Nikolaou-Alavanos,Mentions_Entity,European Union,1.0,2020,NI
Lefteris Nikolaou-Alavanos,Mentions_Entity,China,1.0,2020,NI
Lefteris Nikolaou-Alavanos,Mentions_Entity,USA,1.0,2020,NI
Lefteris Nikolaou-Alavanos,Member_Of,NI,1.0,2020,NI
Peter Liese,Mentions_Topic,biodiversity conservation,0.9,2020,PPE
Peter Liese,Mentions_Topic,animal protection,0.7,2020,PPE
Peter Liese,Mentions_Topic,agricultural reform,0.5,2020,PPE
Peter Liese,Mentions_Entity,Agnès Evren,1.0,2020,PPE
Peter Liese,Member_Of,PPE,1.0,2020,PPE
Brando Benifei,Mentions_Topic,coronavirus pandemic,0.9,2020,S&D
Brando Benifei,Mentions_Topic,economic impact,0.7,2020,S&D
Brando Benifei,Mentions_Topic,European response,0.8,2020,S&D
Brando Benifei,Mentions_Topic,healthcare measures,0.6,2020,S&D
Brando Benifei,Mentions_Topic,vaccine development,0.5,2020,S&D
Brando Benifei,Mentions_Entity,Italy,1.0,2020,S&D
Brando Benifei,Mentions_Entity,France,1.0,2020,S&D
Brando Benifei,Mentions_Entity,Germany,1.0,2020,S&D
Brando Benifei,Mentions_Entity,European Union,1.0,2020,S&D
Brando Benifei,Member_Of,S&D,1.0,2020,S&D
Paul Tang,Mentions_Topic,financial regulation,0.9,2020,S&D
Paul Tang,Mentions_Topic,accountability,0.7,2020,S&D
Paul Tang,Mentions_Entity,Dan McCrum,1.0,2020,S&D
Paul Tang,Mentions_Entity,Ernst & Young,1.0,2020,S&D
Paul Tang,Mentions_Entity,BaFin,1.0,2020,S&D
Paul Tang,Mentions_Entity,Wirecard,1.0,2020,S&D
Paul Tang,Mentions_Entity,Dombrovskis,1.0,2020,S&D
Paul Tang,Member_Of,S&D,1.0,2020,S&D
Damien Carême,Mentions_Topic,refugees and immigration,0.9,2020,Greens/EFA
Damien Carême,Mentions_Topic,European government responsibility,0.7,2020,Greens/EFA
Damien Carême,Mentions_Entity,Lesbos,1.0,2020,Greens/EFA
Damien Carême,Mentions_Entity,Médecins sans frontières,1.0,2020,Greens/EFA
Damien Carême,Mentions_Entity,Greece,1.0,2020,Greens/EFA
Damien Carême,Mentions_Entity,Europe,1.0,2020,Greens/EFA
Damien Carême,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Marie Toussaint,Mentions_Topic,climate change,0.9,2020,Greens/EFA
Marie Toussaint,Mentions_Topic,environmental protection,0.8,2020,Greens/EFA
Marie Toussaint,Mentions_Topic,economic policy,0.6,2020,Greens/EFA
Marie Toussaint,Mentions_Entity,Scott Morrison,1.0,2020,Greens/EFA
Marie Toussaint,Mentions_Entity,Australia,1.0,2020,Greens/EFA
Marie Toussaint,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Marco Campomenosi,Mentions_Topic,turismo,0.9,2020,ID
Marco Campomenosi,Mentions_Topic,economia,0.7,2020,ID
Marco Campomenosi,Mentions_Entity,Vălean,1.0,2020,ID
Marco Campomenosi,Mentions_Entity,Breton,1.0,2020,ID
Marco Campomenosi,Member_Of,ID,1.0,2020,ID
Mara Bizzotto,Mentions_Topic,United States,0.9,2020,ID
Mara Bizzotto,Mentions_Topic,China,0.8,2020,ID
Mara Bizzotto,Mentions_Topic,democracy,0.7,2020,ID
Mara Bizzotto,Mentions_Topic,5G,0.6,2020,ID
Mara Bizzotto,Mentions_Topic,human rights,0.5,2020,ID
Mara Bizzotto,Mentions_Entity,Joe Biden,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,Donald Trump,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,Ronald Reagan,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,China,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,Venezuela,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,Iran,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,Lega,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,PD,1.0,2020,ID
Mara Bizzotto,Mentions_Entity,5 Stelle,1.0,2020,ID
Mara Bizzotto,Member_Of,ID,1.0,2020,ID
Charlie Weimers,Mentions_Topic,Middle East conflict,0.9,2020,ECR
Charlie Weimers,Mentions_Topic,EU funding,0.7,2020,ECR
Charlie Weimers,Mentions_Entity,Borrell,1.0,2020,ECR
Charlie Weimers,Mentions_Entity,Israel,1.0,2020,ECR
Charlie Weimers,Mentions_Entity,Palestine,1.0,2020,ECR
Charlie Weimers,Mentions_Entity,EU,1.0,2020,ECR
Charlie Weimers,Member_Of,ECR,1.0,2020,ECR
François-Xavier Bellamy,Mentions_Topic,debate,0.9,2020,PPE
François-Xavier Bellamy,Mentions_Topic,liberty of expression,0.9,2020,PPE
François-Xavier Bellamy,Mentions_Entity,François-Xavier Bellamy,1.0,2020,PPE
François-Xavier Bellamy,Member_Of,PPE,1.0,2020,PPE
Ernest Urtasun,Mentions_Topic,gender equality,0.9,2020,Greens/EFA
Ernest Urtasun,Mentions_Topic,quota,0.8,2020,Greens/EFA
Ernest Urtasun,Mentions_Topic,EU institutions,0.7,2020,Greens/EFA
Ernest Urtasun,Mentions_Topic,pandemic,0.6,2020,Greens/EFA
Ernest Urtasun,Mentions_Topic,debate,0.5,2020,Greens/EFA
Ernest Urtasun,Mentions_Entity,Manon Aubry,1.0,2020,Greens/EFA
Ernest Urtasun,Mentions_Entity,Norway,1.0,2020,Greens/EFA
Ernest Urtasun,Mentions_Entity,Germany,1.0,2020,Greens/EFA
Ernest Urtasun,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Ádám Kósa,Mentions_Topic,coronavirus legislation,0.9,2020,NI
Ádám Kósa,Mentions_Topic,democratic principles,0.7,2020,NI
Ádám Kósa,Mentions_Entity,Hungary,1.0,2020,NI
Ádám Kósa,Mentions_Entity,European People's Party,1.0,2020,NI
Ádám Kósa,Mentions_Entity,Ádám Kósa,1.0,2020,NI
Ádám Kósa,Member_Of,PPE,1.0,2020,NI
Katarina Barley,Mentions_Topic,European Court of Justice,0.8,2020,S&D
Katarina Barley,Mentions_Topic,Hungary,0.9,2020,S&D
Katarina Barley,Mentions_Topic,European values,0.7,2020,S&D
Katarina Barley,Mentions_Topic,democracy,0.6,2020,S&D
Katarina Barley,Mentions_Topic,European Union,0.5,2020,S&D
Katarina Barley,Mentions_Entity,Kollegin Járóka,1.0,2020,S&D
Katarina Barley,Mentions_Entity,Orbán,1.0,2020,S&D
Katarina Barley,Mentions_Entity,Metsola,1.0,2020,S&D
Katarina Barley,Mentions_Entity,European Court of Justice,1.0,2020,S&D
Katarina Barley,Mentions_Entity,Hungary,1.0,2020,S&D
Katarina Barley,Mentions_Entity,European Union,1.0,2020,S&D
Katarina Barley,Member_Of,S&D,1.0,2020,S&D
Virginie Joron,Mentions_Topic,COVID-19,0.9,2020,ID
Virginie Joron,Mentions_Topic,Strasbourg,0.8,2020,ID
Virginie Joron,Mentions_Topic,European Parliament,0.7,2020,ID
Virginie Joron,Mentions_Topic,Brussels,0.6,2020,ID
Virginie Joron,Mentions_Topic,EU treaties,0.5,2020,ID
Virginie Joron,Mentions_Entity,Strasbourg,1.0,2020,ID
Virginie Joron,Mentions_Entity,Brussels,1.0,2020,ID
Virginie Joron,Mentions_Entity,European Parliament,1.0,2020,ID
Virginie Joron,Mentions_Entity,COVID-19,1.0,2020,ID
Virginie Joron,Member_Of,ID,1.0,2020,ID
Paolo Borchia,Mentions_Topic,European Union politics,0.9,2020,ID
Paolo Borchia,Mentions_Topic,Human rights,0.8,2020,ID
Paolo Borchia,Mentions_Topic,European integration,0.7,2020,ID
Paolo Borchia,Mentions_Topic,Immigration,0.6,2020,ID
Paolo Borchia,Mentions_Topic,Terrorism,0.5,2020,ID
Paolo Borchia,Mentions_Entity,Franz Kafka,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Erdoğan,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Matteo Salvini,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Turchia,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Polonia,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Ungheria,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Ankara,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Vienna,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Nizza,1.0,2020,ID
Paolo Borchia,Mentions_Entity,Italia,1.0,2020,ID
Paolo Borchia,Member_Of,ID,1.0,2020,ID
Sven Simon,Mentions_Topic,procedure,0.9,2020,PPE
Sven Simon,Mentions_Topic,legends,0.7,2020,PPE
Sven Simon,Mentions_Entity,Sven Simon,1.0,2020,PPE
Sven Simon,Mentions_Entity,PPE,1.0,2020,PPE
Sven Simon,Member_Of,PPE,1.0,2020,PPE
Hannah Neumann,Mentions_Topic,Arab Spring,0.9,2020,Greens/EFA
Hannah Neumann,Mentions_Topic,arms embargo,0.8,2020,Greens/EFA
Hannah Neumann,Mentions_Topic,human rights,0.7,2020,Greens/EFA
Hannah Neumann,Mentions_Topic,Middle East,0.6,2020,Greens/EFA
Hannah Neumann,Mentions_Topic,dictatorship,0.5,2020,Greens/EFA
Hannah Neumann,Mentions_Entity,Mohamed Bouazizi,1.0,2020,Greens/EFA
Hannah Neumann,Mentions_Entity,Emmanuel Macron,1.0,2020,Greens/EFA
Hannah Neumann,Mentions_Entity,Egypt,1.0,2020,Greens/EFA
Hannah Neumann,Mentions_Entity,Mr. Berg,1.0,2020,Greens/EFA
Hannah Neumann,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Udo Bullmann,Mentions_Topic,partnership,0.9,2020,S&D
Udo Bullmann,Mentions_Topic,education,0.7,2020,S&D
Udo Bullmann,Mentions_Topic,development,0.6,2020,S&D
Udo Bullmann,Mentions_Topic,economy,0.5,2020,S&D
Udo Bullmann,Mentions_Topic,healthcare,0.4,2020,S&D
Udo Bullmann,Mentions_Entity,Udo Bullmann,1.0,2020,S&D
Udo Bullmann,Mentions_Entity,Europa,1.0,2020,S&D
Udo Bullmann,Mentions_Entity,Afrika,1.0,2020,S&D
Udo Bullmann,Member_Of,S&D,1.0,2020,S&D
Mazaly Aguilar,Mentions_Topic,agriculture,0.9,2020,ECR
Mazaly Aguilar,Mentions_Topic,environmental protection,0.7,2020,ECR
Mazaly Aguilar,Mentions_Entity,ONG ecologistas,1.0,2020,ECR
Mazaly Aguilar,Member_Of,ECR,1.0,2020,ECR
Mick Wallace,Mentions_Topic,healthcare provision,0.8,2020,GUE/NGL
Mick Wallace,Mentions_Topic,economic crisis,0.9,2020,GUE/NGL
Mick Wallace,Mentions_Topic,European Commission,0.7,2020,GUE/NGL
Mick Wallace,Mentions_Topic,Stability and Growth Pact,0.8,2020,GUE/NGL
Mick Wallace,Mentions_Topic,COVID-19,0.6,2020,GUE/NGL
Mick Wallace,Mentions_Entity,Mick Wallace,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,Ursula von der Leyen,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,China,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,Cuba,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,Italy,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,Iran,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,Venezuela,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,European Commission,1.0,2020,GUE/NGL
Mick Wallace,Mentions_Entity,Ireland,1.0,2020,GUE/NGL
Mick Wallace,Member_Of,GUE/NGL,1.0,2020,GUE/NGL
Alice Kuhnke,Mentions_Topic,climate change,0.9,2020,Greens/EFA
Alice Kuhnke,Mentions_Topic,gender equality,0.8,2020,Greens/EFA
Alice Kuhnke,Mentions_Topic,EU strategy,0.7,2020,Greens/EFA
Alice Kuhnke,Mentions_Entity,Ursula von der Leyen,1.0,2020,Greens/EFA
Alice Kuhnke,Mentions_Entity,Helena Dalli,1.0,2020,Greens/EFA
Alice Kuhnke,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Maximilian Krah,Mentions_Topic,Geldwäsche (Money Laundering),0.9,2020,ID
Maximilian Krah,Mentions_Topic,Regulierung (Regulation),0.7,2020,ID
Maximilian Krah,Mentions_Entity,Deutsche Bank,1.0,2020,ID
Maximilian Krah,Member_Of,ID,1.0,2020,ID
Zdzisław Krasnodębski,Mentions_Topic,federalizm,0.9,2020,ECR
Zdzisław Krasnodębski,Mentions_Topic,integracja,0.7,2020,ECR
Zdzisław Krasnodębski,Mentions_Topic,Europa,0.6,2020,ECR
Zdzisław Krasnodębski,Mentions_Topic,historia,0.5,2020,ECR
Zdzisław Krasnodębski,Mentions_Topic,Europa Środkowo-Wschodnia,0.4,2020,ECR
Zdzisław Krasnodębski,Mentions_Entity,Dzhambazki,1.0,2020,ECR
Zdzisław Krasnodębski,Member_Of,ECR,1.0,2020,ECR
Veronika Vrecionová,Mentions_Topic,budget,0.9,2020,ECR
Veronika Vrecionová,Mentions_Topic,EU reform,0.7,2020,ECR
Veronika Vrecionová,Mentions_Entity,European Commission,1.0,2020,ECR
Veronika Vrecionová,Mentions_Entity,European Parliament,1.0,2020,ECR
Veronika Vrecionová,Mentions_Entity,Britain,1.0,2020,ECR
Veronika Vrecionová,Member_Of,ECR,1.0,2020,ECR
Isabel Wiseler-Lima,Mentions_Topic,importance of truth in a democratic society,0.9,2020,PPE
Isabel Wiseler-Lima,Mentions_Topic,protection of journalists,0.8,2020,PPE
Isabel Wiseler-Lima,Mentions_Topic,fight against corruption and authoritarian regimes,0.7,2020,PPE
Isabel Wiseler-Lima,Mentions_Topic,journalist safety and freedom of expression,0.6,2020,PPE
Isabel Wiseler-Lima,Mentions_Topic,European Union's role in protecting journalists,0.5,2020,PPE
Isabel Wiseler-Lima,Mentions_Entity,Reporters sans frontières,1.0,2020,PPE
Isabel Wiseler-Lima,Mentions_Entity,Isabel Wiseler-Lima,1.0,2020,PPE
Isabel Wiseler-Lima,Mentions_Entity,Magnitski Act,1.0,2020,PPE
Isabel Wiseler-Lima,Member_Of,PPE,1.0,2020,PPE
Heléne Fritzon,Mentions_Topic,globalisering,0.9,2020,S&D
Heléne Fritzon,Mentions_Topic,digitalisering,0.8,2020,S&D
Heléne Fritzon,Mentions_Topic,klimat- och miljöomställning,0.8,2020,S&D
Heléne Fritzon,Mentions_Topic,socialt Europa,0.7,2020,S&D
Heléne Fritzon,Mentions_Topic,jämställdhetsstrategin,0.7,2020,S&D
Heléne Fritzon,Mentions_Entity,Kommissionen,1.0,2020,S&D
Heléne Fritzon,Member_Of,S&D,1.0,2020,S&D
Cindy Franssen,Mentions_Topic,digital divide,0.9,2020,PPE
Cindy Franssen,Mentions_Topic,digital skills,0.8,2020,PPE
Cindy Franssen,Mentions_Topic,job market,0.7,2020,PPE
Cindy Franssen,Mentions_Entity,European Commissie,1.0,2020,PPE
Cindy Franssen,Mentions_Entity,Europees Sociaal Fonds,1.0,2020,PPE
Cindy Franssen,Mentions_Entity,Globaliseringsfonds,1.0,2020,PPE
Cindy Franssen,Member_Of,PPE,1.0,2020,PPE
Anja Hazekamp,Mentions_Topic,environmental protection,0.9,2020,GUE/NGL
Anja Hazekamp,Mentions_Topic,chemical safety,0.8,2020,GUE/NGL
Anja Hazekamp,Mentions_Topic,lab animal welfare,0.6,2020,GUE/NGL
Anja Hazekamp,Mentions_Entity,Anja Hazekamp,1.0,2020,GUE/NGL
Anja Hazekamp,Mentions_Entity,European Parliament,1.0,2020,GUE/NGL
Anja Hazekamp,Member_Of,GUE/NGL,1.0,2020,GUE/NGL
Elena Lizzi,Mentions_Topic,coronavirus,0.9,2020,ID
Elena Lizzi,Mentions_Topic,solidarity,0.8,2020,ID
Elena Lizzi,Mentions_Topic,economy,0.7,2020,ID
Elena Lizzi,Mentions_Topic,small and medium-sized enterprises,0.6,2020,ID
Elena Lizzi,Mentions_Entity,Ursula von der Leyen,1.0,2020,ID
Elena Lizzi,Mentions_Entity,Elena Lizzi,1.0,2020,ID
Elena Lizzi,Mentions_Entity,Friuli,1.0,2020,ID
Elena Lizzi,Member_Of,ID,1.0,2020,ID
Esteban González Pons,Mentions_Topic,Corona virus response,0.9,2020,PPE
Esteban González Pons,Mentions_Topic,European solidarity,0.8,2020,PPE
Esteban González Pons,Mentions_Topic,Economic impact,0.7,2020,PPE
Esteban González Pons,Mentions_Topic,Healthcare industry,0.6,2020,PPE
Esteban González Pons,Mentions_Topic,Industrial production,0.5,2020,PPE
Esteban González Pons,Mentions_Entity,World Health Organization,1.0,2020,PPE
Esteban González Pons,Mentions_Entity,European Commission,1.0,2020,PPE
Esteban González Pons,Mentions_Entity,Europe,1.0,2020,PPE
Esteban González Pons,Member_Of,PPE,1.0,2020,PPE
Christel Schaldemose,Mentions_Topic,digital consumer protection,0.9,2020,S&D
Christel Schaldemose,Mentions_Topic,green transition,0.7,2020,S&D
Christel Schaldemose,Mentions_Topic,consumer rights,0.8,2020,S&D
Christel Schaldemose,Mentions_Entity,Reynders,1.0,2020,S&D
Christel Schaldemose,Mentions_Entity,Amazon,1.0,2020,S&D
Christel Schaldemose,Mentions_Entity,Facebook,1.0,2020,S&D
Christel Schaldemose,Member_Of,S&D,1.0,2020,S&D
Michael Gahler,Mentions_Topic,Iranian regime,0.9,2020,PPE
Michael Gahler,Mentions_Topic,JCPOA,0.8,2020,PPE
Michael Gahler,Mentions_Topic,Iranian internal affairs,0.7,2020,PPE
Michael Gahler,Mentions_Topic,nuclear program,0.6,2020,PPE
Michael Gahler,Mentions_Topic,regime change in Iran,0.5,2020,PPE
Michael Gahler,Mentions_Entity,Navid Afkari,1.0,2020,PPE
Michael Gahler,Mentions_Entity,Nasrin Sotoudeh,1.0,2020,PPE
Michael Gahler,Mentions_Entity,Biden,1.0,2020,PPE
Michael Gahler,Mentions_Entity,Iran,1.0,2020,PPE
Michael Gahler,Mentions_Entity,JCPOA,1.0,2020,PPE
Michael Gahler,Member_Of,PPE,1.0,2020,PPE
Angel Dzhambazki,Mentions_Topic,Libya,0.9,2020,ECR
Angel Dzhambazki,Mentions_Topic,Turkey,0.8,2020,ECR
Angel Dzhambazki,Mentions_Topic,Syria,0.7,2020,ECR
Angel Dzhambazki,Mentions_Topic,Islamic State,0.6,2020,ECR
Angel Dzhambazki,Mentions_Topic,Middle East conflict,0.5,2020,ECR
Angel Dzhambazki,Mentions_Entity,Saarah,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,Erdogan,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,Libya,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,Turkey,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,Syria,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,Islamic State,1.0,2020,ECR
Angel Dzhambazki,Member_Of,ECR,1.0,2020,ECR
Ska Keller,Mentions_Topic,European Union,0.9,2020,Greens/EFA
Ska Keller,Mentions_Topic,Corona crisis,0.8,2020,Greens/EFA
Ska Keller,Mentions_Topic,European integration,0.7,2020,Greens/EFA
Ska Keller,Mentions_Topic,Solidarity,0.6,2020,Greens/EFA
Ska Keller,Mentions_Topic,Economic recovery,0.5,2020,Greens/EFA
Ska Keller,Mentions_Entity,Angela Merkel,1.0,2020,Greens/EFA
Ska Keller,Mentions_Entity,Germany,1.0,2020,Greens/EFA
Ska Keller,Mentions_Entity,European Parliament,1.0,2020,Greens/EFA
Ska Keller,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Ellie Chowns,Mentions_Topic,climate change,0.9,2020,Greens/EFA
Ellie Chowns,Mentions_Topic,Australia,0.7,2020,Greens/EFA
Ellie Chowns,Mentions_Entity,Australia,1.0,2020,Greens/EFA
Ellie Chowns,Mentions_Entity,Ellie Chowns,1.0,2020,Greens/EFA
Ellie Chowns,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Sara Skyttedal,Mentions_Topic,EU success,0.9,2020,PPE
Sara Skyttedal,Mentions_Topic,digitalization,0.7,2020,PPE
Sara Skyttedal,Mentions_Entity,Sara Skyttedal,1.0,2020,PPE
Sara Skyttedal,Mentions_Entity,Sweden,1.0,2020,PPE
Sara Skyttedal,Mentions_Entity,European Union,1.0,2020,PPE
Sara Skyttedal,Member_Of,PPE,1.0,2020,PPE
Mislav Kolakušić,Mentions_Topic,Schengen Area,0.9,2020,NI
Mislav Kolakušić,Mentions_Topic,EU Borders,0.8,2020,NI
Mislav Kolakušić,Mentions_Topic,Covid-19 Pandemic,0.7,2020,NI
Mislav Kolakušić,Mentions_Topic,European Union,0.6,2020,NI
Mislav Kolakušić,Mentions_Entity,Covida-19,1.0,2020,NI
Mislav Kolakušić,Mentions_Entity,Schengen,1.0,2020,NI
Mislav Kolakušić,Mentions_Entity,Rumunjska,1.0,2020,NI
Mislav Kolakušić,Mentions_Entity,Bugarska,1.0,2020,NI
Mislav Kolakušić,Mentions_Entity,Malta,1.0,2020,NI
Mislav Kolakušić,Mentions_Entity,Hrvatska,1.0,2020,NI
Mislav Kolakušić,Member_Of,NI,1.0,2020,NI
Angelika Niebler,Mentions_Topic,Corona and its consequences,0.9,2020,PPE
Angelika Niebler,Mentions_Topic,European budget and economic recovery,0.7,2020,PPE
Angelika Niebler,Mentions_Entity,European Commission,1.0,2020,PPE
Angelika Niebler,Mentions_Entity,European Parliament,1.0,2020,PPE
Angelika Niebler,Member_Of,PPE,1.0,2020,PPE
Miriam Dalli,Mentions_Topic,health reform,0.9,2020,S&D
Miriam Dalli,Mentions_Topic,futureproofing health care system,0.8,2020,S&D
Miriam Dalli,Mentions_Topic,pharmaceutical industry,0.7,2020,S&D
Miriam Dalli,Mentions_Topic,healthcare innovation,0.6,2020,S&D
Miriam Dalli,Mentions_Topic,EU cooperation,0.5,2020,S&D
Miriam Dalli,Mentions_Entity,European Union,1.0,2020,S&D
Miriam Dalli,Member_Of,S&D,1.0,2020,S&D
Robert Hajšel,Mentions_Topic,economy,0.9,2020,S&D
Robert Hajšel,Mentions_Topic,coronavirus,0.8,2020,S&D
Robert Hajšel,Mentions_Topic,European Union,0.8,2020,S&D
Robert Hajšel,Mentions_Topic,recovery,0.7,2020,S&D
Robert Hajšel,Mentions_Topic,climate goals,0.6,2020,S&D
Robert Hajšel,Mentions_Entity,European Commission,1.0,2020,S&D
Robert Hajšel,Mentions_Entity,Schuman,1.0,2020,S&D
Robert Hajšel,Mentions_Entity,Robert Hajšel,1.0,2020,S&D
Robert Hajšel,Member_Of,S&D,1.0,2020,S&D
Virginie Joron,Mentions_Topic,violence against women,0.9,2020,ID
Virginie Joron,Mentions_Topic,European politics,0.7,2020,ID
Virginie Joron,Mentions_Topic,human rights,0.6,2020,ID
Virginie Joron,Mentions_Entity,Laura,1.0,2020,ID
Virginie Joron,Mentions_Entity,Sallaumines,1.0,2020,ID
Virginie Joron,Mentions_Entity,France,1.0,2020,ID
Virginie Joron,Member_Of,ID,1.0,2020,ID
Robert Biedroń,Mentions_Topic,abortion,0.9,2020,S&D
Robert Biedroń,Mentions_Topic,women's rights,0.8,2020,S&D
Robert Biedroń,Mentions_Topic,Poland,0.6,2020,S&D
Robert Biedroń,Mentions_Topic,European Union,0.5,2020,S&D
Robert Biedroń,Mentions_Topic,reproductive health,0.4,2020,S&D
Robert Biedroń,Mentions_Entity,Ewa,1.0,2020,S&D
Robert Biedroń,Mentions_Entity,Robert Biedroń,1.0,2020,S&D
Robert Biedroń,Mentions_Entity,Polska,1.0,2020,S&D
Robert Biedroń,Member_Of,S&D,1.0,2020,S&D
Andor Deli,Mentions_Topic,migration,0.9,2020,PPE
Andor Deli,Mentions_Topic,EU aid,0.7,2020,PPE
Andor Deli,Mentions_Entity,Bosznia,1.0,2020,PPE
Andor Deli,Mentions_Entity,Szerbia,1.0,2020,PPE
Andor Deli,Mentions_Entity,Görögország,1.0,2020,PPE
Andor Deli,Mentions_Entity,Vajdaság,1.0,2020,PPE
Andor Deli,Member_Of,PPE,1.0,2020,PPE
Gilles Lebreton,Mentions_Topic,antisemitism,0.9,2020,ID
Gilles Lebreton,Mentions_Topic,extremism,0.7,2020,ID
Gilles Lebreton,Mentions_Entity,France,1.0,2020,ID
Gilles Lebreton,Member_Of,ID,1.0,2020,ID
Siegfried Mureşan,Mentions_Topic,Polish Government actions,0.9,2020,PPE
Siegfried Mureşan,Mentions_Topic,democracy erosion,0.8,2020,PPE
Siegfried Mureşan,Mentions_Topic,rule of law,0.7,2020,PPE
Siegfried Mureşan,Mentions_Topic,authoritarianism,0.6,2020,PPE
Siegfried Mureşan,Mentions_Topic,Poland,0.5,2020,PPE
Siegfried Mureşan,Mentions_Entity,Polish Government,1.0,2020,PPE
Siegfried Mureşan,Mentions_Entity,Poland,1.0,2020,PPE
Siegfried Mureşan,Mentions_Entity,Law and Justice Party,1.0,2020,PPE
Siegfried Mureşan,Mentions_Entity,Polish people,1.0,2020,PPE
Siegfried Mureşan,Member_Of,PPE,1.0,2020,PPE
Henrike Hahn,Mentions_Topic,Wirecard scandal,0.9,2020,Greens/EFA
Henrike Hahn,Mentions_Topic,Financial oversight,0.8,2020,Greens/EFA
Henrike Hahn,Mentions_Topic,Economic crime prevention,0.7,2020,Greens/EFA
Henrike Hahn,Mentions_Entity,Wirecard,1.0,2020,Greens/EFA
Henrike Hahn,Mentions_Entity,BaFin,1.0,2020,Greens/EFA
Henrike Hahn,Mentions_Entity,Henrike Hahn,1.0,2020,Greens/EFA
Henrike Hahn,Mentions_Entity,Bayern,1.0,2020,Greens/EFA
Henrike Hahn,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Marian-Jean Marinescu,Mentions_Topic,transport policy,0.9,2020,PPE
Marian-Jean Marinescu,Mentions_Topic,environmental policy,0.7,2020,PPE
Marian-Jean Marinescu,Mentions_Entity,European Commission,1.0,2020,PPE
Marian-Jean Marinescu,Mentions_Entity,Marian-Jean Marinescu,1.0,2020,PPE
Marian-Jean Marinescu,Member_Of,PPE,1.0,2020,PPE
