speaker_name,topics,entities,sentiment,summary,source_id,date,year,original_text,party,country,political_orientation
Johan Danielsson,"[{'topic': 'Brexit negotiations', 'confidence': 0.9}, {'topic': 'trade agreements', 'confidence': 0.7}]","[{'name': 'United Kingdom', 'entity_type': 'location'}, {'name': 'European Union', 'entity_type': 'organization'}]",neutral,"The speaker emphasizes the importance of clear principles in Brexit negotiations, highlighting the need for the UK to respect EU rules in exchange for access to the common market.",30,2020-02-11,2020," – Fru talman! Det är viktigt att förhandlingarna nu sker efter tydliga principer. För det första måste vi förhandla som en union; det kan inte fortgå parallella, bilaterala förhandlingar. För det andra måste varje grad av tillträde till vår gemensamma marknad följas av motsvarande regelefterlevnad från Storbritanniens sida. Den framtida relationen ska, som flera redan har sagt, bygga på konkurrens på lika villkor, inklusive arbetsrättsliga och sociala standarder.  Ta transportområdet som exempe",S&D,,center
Ádám Kósa,"[{'topic': 'education', 'confidence': 0.9}, {'topic': 'integration', 'confidence': 0.8}, {'topic': 'language learning', 'confidence': 0.8}, {'topic': 'employment', 'confidence': 0.6}, {'topic': 'youth', 'confidence': 0.6}]","[{'name': 'Ádám Kósa', 'entity_type': 'person'}, {'name': 'Hungary', 'entity_type': 'location'}]",positive,"The speaker emphasizes the importance of education, particularly language learning, for integration and social inclusion in Europe.",31,2020-12-15,2020," – Elnök Úr! A szakképzésre egy olyan alapvető eszközként kell tekintenünk, amely előmozdítja az integrációt és a társadalmi befogadást. Ennek erősítésére kiváló eszköz a nyelvtanulás, mivel a nyelvek ismeretének hiányában a mobilitás jelentős akadályokat szenved. Ugyanakkor pedig több nyelvnek az ismerete nagy hozzáadott értéket jelent a munkaerőpiacon. A befogadás és a nyelvtanulás összekapcsolására szeretném felhívni az önök figyelmét. Egy kiváló tény, hogy Európában elsőként saját hazámban, ",PPE,,right
Nicolas Bay,"[{'topic': 'EU enlargement', 'confidence': 0.9}, {'topic': 'EU budget', 'confidence': 0.7}, {'topic': 'European integration', 'confidence': 0.6}]","[{'name': 'Emmanuel Macron', 'entity_type': 'person'}, {'name': 'Jean-Claude Juncker', 'entity_type': 'person'}, {'name': 'Zagreb', 'entity_type': 'location'}, {'name': 'Macédoine du Nord', 'entity_type': 'location'}, {'name': 'Albanie', 'entity_type': 'location'}, {'name': 'Bosnie', 'entity_type': 'location'}, {'name': 'Kosovo', 'entity_type': 'location'}, {'name': 'Union européenne', 'entity_type': 'organization'}]",negative,"The speaker criticizes the Croatian presidency's plans for EU enlargement, warning that it may weaken the EU further.",32,2020-01-14,2020,"au nom du groupe ID. – Monsieur le Président, Monsieur le Premier ministre Plenković, notre débat d’aujourd’hui est en quelque sorte la prolongation des premiers échanges que nous avons eus à Zagreb, lorsque vous avez accueilli la Conférence des présidents au début du mois de décembre. Vous nous présentez aujourd’hui les trois priorités de la présidence croate, mais au-delà de l’espoir qu’elles peuvent légitimement susciter chez vous, elles peuvent aussi comporter un vrai risque: le risque de tr",ID,,right
Vlad-Marius Botoş,"[{'topic': 'health', 'confidence': 0.9}, {'topic': 'food labeling', 'confidence': 0.8}, {'topic': 'consumer choice', 'confidence': 0.7}, {'topic': 'European policies', 'confidence': 0.6}, {'topic': 'cancer prevention', 'confidence': 0.5}]","[{'name': 'Vlad-Marius Botoş', 'entity_type': 'person'}]",positive,The speaker emphasizes the importance of a food labeling initiative to empower consumers with informed choices for better health.,33,2020-01-30,2020," – Domnule președinte, domnule comisar, stimați colegi, am văzut că Programul de lucru al Comisiei pentru anul 2020 include mai multe inițiative legate de sănătatea și alimentația cetățenilor europeni. Avem inițiativele „Farm to Fork” Strategy, Europe's Beating Cancer Plan și altele.  Nu pot decât să fiu de acord cu acestea, dar trebuie să atrag atenția că lipsește, din programul Comisiei, o inițiativă extrem de importantă, care să le unească și, ceea ce este mai important, prin care se dă consu",ALDE,,center
Eider Gardiazabal Rubial,"[{'topic': 'climate change', 'confidence': 0.9}, {'topic': 'economic investment', 'confidence': 0.7}]","[{'name': 'Eider Gardiazabal Rubial', 'entity_type': 'person'}]",positive,The speaker supports the EU's sustainable investment plan and emphasizes the importance of a just transition to a climate-neutral Europe.,34,2020-01-14,2020,"por escrito. – El Plan de Inversiones para una Europa Sostenible es el brazo financiero para implementar el Pacto Verde. Supone, además, una respuesta a los ciudadanos que demandaban una hoja de ruta para conseguir que la UE sea el primer bloque climáticamente neutro. Por otro lado, el Fondo de Transición Justa ha de frenar el mayor impacto que pueda generar en las regiones e industrias altamente dependientes del carbono y de los combustibles fósiles el cambio de paradigma que la neutralidad cli",S&D,,center
Anna-Michelle Asimakopoulou,"[{'topic': 'economic impact of the pandemic', 'confidence': 0.9}, {'topic': 'European budget', 'confidence': 0.8}, {'topic': 'bureaucracy reduction', 'confidence': 0.7}, {'topic': 'access to EU funds', 'confidence': 0.6}, {'topic': 'European Union policy', 'confidence': 0.5}]","[{'name': 'European Union', 'entity_type': 'organization'}, {'name': 'Anna-Michelle Asimakopoulou', 'entity_type': 'person'}]",positive,The speaker emphasizes the need for a more efficient and flexible management of EU funds to address the economic impact of the pandemic and ensure that those who need them most receive them quickly.,35,2020-05-13,2020,γραπτώς. – Η χαμηλή απορρόφηση των πόρων των Ευρωπαϊκών Διαρθρωτικών και Επενδυτικών Ταμείων (ΕΔΕΤ) αποτελούσε διαχρονικά ένα αδύναμο σημείο όσον αφορά στην επίτευξη των στόχων της πολιτικής της ΕΕ. Πολλές μελέτες υπογραμμίζουν ότι για τη μεγιστοποίηση του αντίκτυπου της χρηματοδότησης στην οικονομία απαιτούνται σημαντικές βελτιώσεις αναφορικά με την απλοποίηση των διαδικασιών και τη χρηστή δημοσιονομική διαχείριση προκειμένου να διευρυνθεί η δυνατότητα πρόσβασης των ενδιαφερομένων στα ευρωπαϊκά,PPE,,right
Sven Mikser,"[{'topic': 'peace process', 'confidence': 0.9}, {'topic': 'settlement activity', 'confidence': 0.7}, {'topic': 'two-state solution', 'confidence': 0.8}, {'topic': 'international law', 'confidence': 0.6}, {'topic': 'US role in Middle East peace', 'confidence': 0.5}]","[{'name': 'Israel', 'entity_type': 'location'}, {'name': 'US', 'entity_type': 'country'}, {'name': 'Palestine', 'entity_type': 'location'}, {'name': 'Sven Mikser', 'entity_type': 'person'}]",negative,"The EU should stick to its principled position on the two-state solution and develop a credible plan to achieve it, as the US plan is not viable and may be counterproductive to peace.",36,2020-02-11,2020," – Mr President, it is hard to regard the most recent US peace plan as credible since it does not meet the principal parameters for peace. It is not fair and even-handed, it does not follow the basic principles of international law and its drafters only managed to engage one of the two parties to the conflict.  Whatever domestic political ends in the US or in Israel the plan’s launch may have served, its chances of revitalising the peace process are, unfortunately, virtually non-existent. Moreov",S&D,,center
Karin Karlsbro,"[{'topic': 'Belarusian protests', 'confidence': 0.9}, {'topic': 'sanctions', 'confidence': 0.8}, {'topic': 'democracy', 'confidence': 0.7}, {'topic': 'Lukashenko', 'confidence': 0.6}, {'topic': 'European Union', 'confidence': 0.5}]","[{'name': 'Lukashenko', 'entity_type': 'person'}, {'name': 'Belarus', 'entity_type': 'location'}, {'name': 'Putin', 'entity_type': 'person'}]",positive,The speaker calls for the European Union to take tougher action in response to the Belarusian protests and election fraud.,37,2020-09-15,2020," – Mr President, for weeks the people of Belarus have entered the streets with great courage against Lukashenko’s dictatorship and election fraud. But where is the courage of the European Union? Where are the tougher sanctions? it is time to act now. As stated by my colleague Katalin Cseh, slow sanctions are no sanctions. Those responsible for violence and oppression, as well as Lukashenko himself, must be punished, not encouraged. Also, private actors need to be held accountable. European telec",ALDE,,center
Chris MacManus,"[{'topic': 'Brexit', 'confidence': 0.9}, {'topic': 'Good Friday Agreement', 'confidence': 0.8}, {'topic': 'British legislation', 'confidence': 0.7}]","[{'name': 'Sinn Féin', 'entity_type': 'organization'}, {'name': 'Ireland', 'entity_type': 'location'}, {'name': 'Britain', 'entity_type': 'location'}, {'name': 'British establishment', 'entity_type': 'organization'}]",negative,Chris MacManus criticizes the British government for breaching the Good Friday Agreement and calls on the EU to protect it.,38,2020-09-16,2020," – Mr President, in 2016, Sinn Féin MEPs warned this Parliament about the threat Brexit was to the Good Friday Agreement. Little did I realise that, four years later, I would be saying the same thing.  We have a long experience with the British establishment. We know that they don’t care about Ireland, north or south. We know that they renege on their commitments. They have continually reinterpreted, misinterpreted and ignored the Good Friday Agreement to suit their own domestic political agenda",GUE/NGL,,left
Tamás Deutsch,"[{'topic': 'economy', 'confidence': 0.9}, {'topic': 'European Union', 'confidence': 0.7}]","[{'name': 'Tamás Deutsch', 'entity_type': 'person'}]",negative,"The speaker criticizes the lack of discussion about economic issues in the European Parliament, emphasizing the importance of addressing economic problems to maintain the EU's competitiveness.",39,2020-10-06,2020," – Tisztelt Elnök asszony, nemcsak egységes, közös piac az Európai Unió, hanem értékközösség, hallhatjuk nap nap után. Ezt a megfontolást most egy pillanatra hagyjuk is. Azt a kérdést, hogy az értékközösség nem ideológiai azonosságot jelent, és hagyjuk azt a kérdést, hogy az értékközösséget hogyan rombolja szét az a baloldali, liberális, föderalista megközelítés, amelyik egy harcos, agresszív, pártpolitikai, ideológiai küzdelmet folytat. Most erről ne beszéljünk! Nemcsak közös piac, hanem értékk",PPE,,right
Agnes Jongerius,"[{'topic': 'coronavirus economic effects', 'confidence': 0.9}, {'topic': 'foreign investment regulations', 'confidence': 0.8}, {'topic': 'job protection', 'confidence': 0.7}]","[{'name': 'Apollo Vredestein', 'entity_type': 'organization'}, {'name': 'Tata Steel', 'entity_type': 'organization'}]",negative,The speaker criticizes the use of the coronavirus crisis to gain profit at the expense of weakened businesses and calls for a review of regulations on foreign investments to protect jobs and businesses.,40,2020-06-17,2020,"namens de S&D-Fractie. – Voorzitter, de economische effecten van de coronacrisis mogen niet gebruikt worden om winst te maken over de rug van verzwakte bedrijven. Miljoenen banen in Europa zijn al afhankelijk van de grillen van buitenlandse investeerders. De werknemers van Apollo Vredestein en Tata Steel kunnen daarover meepraten. Zij boksen op tegen besluitvorming op directietafels, ver ver weg. Er moet een herziening komen van de regels rond buitenlandse investeringen, met daarin een duidelijk",S&D,,center
